Genes,R1_8,R2_2,R2_3,R2_17,R2_11,R2_4,R2_13,R2_16,R1_19,R1_10,R1_13,R2_1,R1_22,R1_4,R1_20,R2_9,R1_14,R2_6,R1_1,R2_14,R1_3,R2_8,R1_6,R1_17,R1_7,R1_5,R2_15,R2_5,R2_18,R1_24,R1_21,R1_16,R2_10,R1_2,R1_11,R2_7,R1_23,R1_12,R1_18,R2_12,R1_9,R1_15
gene:plasmid:139268,0,0,223,426,2379,0,5434,2545,0,0,0,0,0,0,122,443,119,0,0,1886,0,172,0,229,213,0,2721,178,111,0,0,83,575,0,0,210,0,127,0,942,89,0
gene:plasmid:124048,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,5,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,69,0,0
gene:proph:176742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
gene:plasmid:133472,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0
gene:proph:163466,0,0,4,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,7,21,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
gene:plasmid:92402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:vir:9540,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:17131,0,88,69,0,71,18,73,74,0,45,15,0,39,17,41,0,95,0,777,78,0,0,29,117,178,0,226,97,105,0,30,70,0,18,27,98,0,0,0,62,58,41
gene:proph:163518,0,0,0,0,0,0,0,0,0,0,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,26,0,0,0,0,0
gene:vir:104429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:27510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
gene:plasmid:15094,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:85119,40,0,0,0,0,0,0,0,0,128,0,7,38,0,0,0,12,120,195,0,0,0,0,0,142,0,8,12,0,0,0,0,0,29,0,0,0,3,0,0,0,0
gene:plasmid:112769,0,0,0,0,0,0,0,6,0,0,0,0,110,41,0,0,31,0,0,0,0,0,14,0,86,32,25,0,69,42,0,0,0,51,0,0,0,0,0,0,0,0
ICEberg|47|Tn5251(partofTn5253)|GenBank|FJ711160|1..18033,4901,14187,25325,103797,83307,24931,122841,136950,0,7047,2060,14627,20189,33521,11189,14545,33683,24543,16444,84597,7242,18740,14679,23584,24112,4741,57150,15015,45283,39423,42988,10035,63644,5929,4386,6156,8850,4686,4368,39683,9270,5627
gene:proph:172538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:vir:105325,121,39,0,0,0,3565,0,0,0,10,0,0,79,5634,0,0,1775,0,6,0,0,9,0,0,14,0,0,113,0,7873,0,8,0,28,0,0,5,0,503,0,163,0
gene:plasmid:110307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0
gene:plasmid:145990,427,1569,2560,12106,5344,240,10021,8210,0,1038,222,1313,758,579,1698,2448,1847,995,719,4923,24,1120,693,3662,3329,632,4112,2731,6841,303,514,1349,3450,491,608,2179,160,407,521,4249,1374,835
gene:plasmid:30255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:83855,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:17290,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ICEberg|377|ICESa2603|GenBank|AE009948|1256680..1311028,0,66630,22650,0,0,0,37728,24733,0,0,0,473429,1142914,188321,40378,55462,260782,0,37074,0,0,72717,0,18319,0,0,17614,0,0,470399,31398,41514,177295,117272,16998,37417,0,19973,21492,112981,0,29253
gene:proph:180369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
gene:plasmid:123178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0
gene:proph:184705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:proph:181106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:133191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0
ICEberg|192|ICE(Tn4371)6033|GenBank|CP001068|2715199..2769318,14963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14136,0,0,0,0
gene:plasmid:132161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0
gene:plasmid:28833,157,241,25,0,0,2617,0,0,0,454,1179,453,431,121,0,0,202,503,24,0,526,0,84,0,185,793,0,27,0,234,0,0,0,144,0,0,3655,0,609,0,0,0
gene:plasmid:154495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
gene:proph:162093,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:vir:6065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:155325,0,0,0,0,0,0,0,0,0,241,518,442,566,0,0,0,356,297,208,0,492,0,0,152,416,0,0,0,0,0,114,175,0,319,0,0,0,0,0,0,0,0
gene:plasmid:24242,181,1256,564,123,352,113,236,218,0,327,198,1054,451,334,1720,4336,577,410,442,188,0,29936,130,630,401,792,338,372,449,279,587,1301,772,259,1020,493,149,700,346,5336,213,1066
gene:vir:105296,0,0,0,0,0,0,0,0,0,0,0,10,12,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:151266,0,0,56,0,257,0,83,0,0,0,0,283,46,0,115,1193,52,0,61,39,0,149,25,87,36,244,101,35,0,47,134,134,66,45,118,78,0,72,27,1436,38,104
gene:plasmid:158148,15,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,32,0,0,0,0,0,0,0,0
gene:vir:105332,26,24,0,0,0,247,0,0,0,0,50,0,42,0,0,0,0,0,59,0,54,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,46,0,86,0,0,0
gene:vir:107095,0,0,0,0,0,0,0,0,0,0,0,98,397,6545,0,0,2040,0,488,0,0,34,0,0,104,0,0,213,0,10438,816,0,0,95,0,0,0,0,0,0,382,0
gene:plasmid:153103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,34,94,0,0,0,0,0,0,0,0,64,0,88,0,36,0,32,114,0,171,0,0,45,0,0,0,62
gene:vir:95203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:87097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
gene:plasmid:85911,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
gene:plasmid:85715,0,0,115,0,0,0,0,0,0,0,0,0,46,0,141,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,72,0,0,0,0,0
gene:plasmid:135201,193,699,704,968,8651,144,1432,19446,0,215,348,835,616,66,1138,5321,651,105,430,5982,295,1781,289,785,243,337,28162,650,2041,111,515,906,959,340,593,506,1130,596,156,9458,517,567
gene:plasmid:17118,0,201,126,125,111,72,371,50,0,0,0,119,272,43,374,314,224,102,103,242,0,552,36,0,60,109,0,92,0,71,197,159,64,88,283,135,0,304,232,73,27,126
Col(MG828)_1__NC_008486,0,142,83,0,161,0,266,15,0,58,0,0,28,52,200,524,81,0,73,86,0,268,0,65,0,112,20,0,0,0,64,241,100,32,176,82,0,150,43,1160,39,188
gene:plasmid:133315,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:vir:7058,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:153276,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:115777,0,0,13,0,0,0,19,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:24283,0,64,0,0,0,0,0,0,0,0,0,38,0,9,82,90,20,0,16,0,0,1629,0,0,7,46,0,0,0,0,0,68,0,0,0,0,15,34,0,128,0,54
gene:plasmid:148200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
gene:proph:174884,22,0,0,44,0,138,46,0,0,0,0,0,31,0,14,0,0,0,19,0,0,0,0,0,30,0,40,23,0,0,0,0,20,0,11,0,0,0,0,53,0,0
gene:plasmid:112246,1266,812,277,292,0,378,0,0,0,1211,0,1456,152,0,392,0,0,1097,333,0,74,0,473,0,236,424,0,559,2362,1005,172,253,59,197,112,0,253,292,0,0,255,83
gene:vir:107114,49,28,0,0,0,498,0,0,0,0,0,0,99,0,0,0,0,0,148,0,0,0,0,0,21,0,0,0,0,0,292,0,0,0,0,0,0,0,105,0,0,0
gene:plasmid:119026,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:117755,0,0,0,0,622,0,46,1555,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,1767,0,0,0,0,0,0,0,26,0,0,0,0,650,0,0
gene:plasmid:91802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:14766,1087,4186,4761,1636,5851,1232,6199,6600,0,1311,3527,6264,8359,453,5233,2048,3744,968,2255,9702,2962,2155,2711,4877,2342,1670,2321,3472,2257,1403,2662,6581,4858,2950,2292,4444,8042,4835,1404,3459,2909,2034
gene:plasmid:158560,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:121472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rep22_2_repU(pKKS825)_FN377602.2,4353,0,1284,2320,2130,51451,1738,1828,0,0,0,0,5561,0,1078,282,3208,0,403,1764,0,0,0,1207,0,0,1867,1394,1111,0,0,1079,375,1401,559,0,47678,0,0,641,647,560
gene:plasmid:14727,0,0,0,0,21,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:157052,68,65,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,218,0,0,0,0,0,0,0,0,38,0,0,0,0,9,0,0,0,0,0
gene:proph:176864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:24435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
gene:vir:80677,132,0,0,0,0,187,0,0,0,39,0,163,0,39,0,0,0,0,0,0,647,0,0,0,0,0,0,3838,0,46,0,0,0,0,0,0,676,0,148,0,2754,0
gene:proph:179425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:proph:183549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0
ICEberg|80|ICESpn8140|GenBank|FR671412|1..26888,18304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19591,10601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2329,0
gene:vir:6651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:proph:164837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
gene:plasmid:25339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
gene:vir:7144,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:vir:3398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
gene:plasmid:14648,251,0,0,107,257,0,269,245,0,0,3302,274,5435,335,0,0,289,0,277,327,930,0,0,0,486,274,241,0,0,388,150,0,0,2105,0,0,6166,458,0,0,422,0
gene:plasmid:19669,12,168,0,0,0,26,0,0,0,70,0,106,54,54,139,115,64,0,38,0,0,2845,0,0,0,122,0,43,0,40,50,53,66,0,0,32,0,56,0,201,15,77
gene:plasmid:154920,310,0,175,0,0,0,0,0,0,0,0,0,229,0,207,0,126,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
gene:vir:103457,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:vir:95559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:82869,5,8,24,13,45,0,66,29,0,12,0,0,19,0,48,65,19,0,16,65,6,83,0,26,25,0,11,8,1,5,17,4,84,24,0,74,8,39,17,171,8,0
gene:proph:172520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,100,0,0,0,0,0,1566,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,221,0,0
gene:plasmid:87369,154,138,30,0,27,2189,177,99,0,191,3465,186,698,1154,34,0,510,106,84,71,869,11,43,16,205,254,89,57,58,1812,116,16,25,123,0,0,8149,0,514,37,64,16
gene:proph:181231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:120143,1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:20683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
gene:vir:108395,0,0,33,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,12,24,0,0,0,14,0,6,0,0,0,0,0,0,0,23,47,0,0,0,0,0,0,0
gene:plasmid:115901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:135991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,29,0,0
gene:plasmid:19748,96,318,643,712,2944,64,4607,2770,0,173,0,212,151,109,382,478,405,352,162,1529,0,258,159,730,1020,147,1831,520,582,51,94,243,756,76,87,572,36,77,106,1200,363,117
gene:proph:169145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:17279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:proph:184805,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,11,0,0,0,0,0,0
gene:plasmid:92482,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
rep5_7_rep(pJE1)_AF051916.1,978,627,125,86,0,8488,133,0,0,777,7965,1335,867,414,39,0,794,1021,3314,62,9854,0,240,82,1039,1026,141,103,410,2386,9394,154,0,192,0,0,32098,0,1172,0,57,44
